"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"26TOC-03655","MENDELL ST","EVANS AVE","FAIRFAX AVE","TempOccup","Pacific Gas & Electric","5102920681",,"09/08/2026","APPROVED","8956000","94124","09/14/2026","09/14/2026",,"800-pge-5000",,,"6016647,47176","2097608,91317","37,74056875324","-122,3849935993",,"POINT (-122.38499359929872 37.740568753242655)","POINT (-122.384993599 37.740568753)","Bayview Hunters Point","10","2026/09/09 03:15:21 AM","2026/09/09 05:16:12 AM"
"26TOC-03659","ORTEGA ST","10TH AVE","11TH AVE","TempOccup","Pacific Gas & Electric","5102920681",,"09/08/2026","APPROVED","9999000","94122","09/19/2026","09/19/2026",,"800-pge-5000",,,"5992998,20953","2102542,86248","37,7527796309","-122,46712156362",,"POINT (-122.4671215636246 37.75277963089946)","POINT (-122.467121564 37.752779631)","Inner Sunset","7","2026/09/09 03:15:21 AM","2026/09/09 05:16:12 AM"
"26EXC-02641","HOLLOWAY AVE","RALSTON ST",,"Excavation","Pacific Gas & Electric","5102920681","*7647-SWIT_BROK_REPA - IRO 1325 HOLLOWAY","09/08/2026","APPROVED","22731000","0","01/01/2028","01/29/2028",,"800-pge-5000","Don Doan","true","5992224,16614","2091221,59126","37,72164956483","-122,46897449413",,"POINT (-122.46897449412754 37.7216495648279)","POINT (-122.468974494 37.721649565)","Oceanview/Merced/Ingleside","11","2026/09/09 03:15:21 AM","2026/09/09 05:16:12 AM"
"26TOC-03671","22ND ST","ILLINOIS ST","03RD ST","TempOccup","Pacific Gas & Electric","5102920681",,"09/08/2026","APPROVED","1158000","94107","09/13/2026","09/18/2026",,"800-pge-5000 26EXC-04649",,,"6015959,87464","2103960,13096","37,75796981724","-122,38781411185",,"POINT (-122.38781411185293 37.757969817242795)","POINT (-122.387814112 37.757969817)","Potrero Hill","10","2026/09/09 03:15:21 AM","2026/09/09 05:16:12 AM"
"25EXC-06100","LANSDALE AVE","CASITAS AVE","ROBINHOOD DR","Excavation","Pacific Gas & Electric","415-695-3500","R3 G 47B COVENTRY CT SAN FRANCISCO","07/29/2026","ACTIVE","8106000","94127","08/07/2026","10/27/2026",,"800-pge-5000","Don Doan",,"5994933,74","2096940,511","37,73750852417","-122,46002237465",,"POINT (-122.460022374647 37.737508524169975)","POINT (-122.460022375 37.737508524)","West of Twin Peaks","7","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"26PKT-00093","UNION ST","GOUGH ST","OCTAVIA ST","Parklet","MILOS TAVERNA","(650) 430-3256","PRE-APPROVAL FOR LEGISLATED PROGRAM: Shared Spaces Fixed Commercial Parklet occupying approximately 43 linear feet in the roadway at 1787 UNION ST, on the SOUTH side of UNION ST, from 16 feet to 59 feet EAST of OCTAVIA ST. Times of operation: Monday, Tuesday, Wednesday, Thursday from 4:00 PM to 10:00 PM, Friday, Saturday from 4:00 PM to 12:00 AM (next day), and Sunday between the hours of 4:00 PM and 10:00 PM.","06/09/2026","APPROVED","12866000","94123","06/09/2026","09/15/2026","1787 UNION ST","Refer to Agent",,,"6004465,71722","2118714,0083","37,79783690065","-122,42861746271",,"POINT (-122.42861746270817 37.79783690064965)","POINT (-122.428617463 37.797836901)","Marina","2","2026/07/22 03:14:01 AM","2026/07/23 05:16:11 AM"
"25EXC-06100","BURLWOOD DR","LULU ALY",,"Excavation","Pacific Gas & Electric","415-695-3500","R3 G 47B COVENTRY CT SAN FRANCISCO","07/29/2026","ACTIVE","22382000","0","08/07/2026","10/27/2026",,"800-pge-5000","Don Doan",,"5996918,60495","2096022,51947","37,7351018863","-122,45309354895",,"POINT (-122.45309354895123 37.735101886295006)","POINT (-122.453093549 37.735101886)","West of Twin Peaks","7","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"26IE-00214","OLYMPIA WAY","PANORAMA DR","DELLBROOK AVE","StrtImprov","Big Blue Construction","(510) 910-9379","Reduce the number of driveways from two to one per the approved plans. Reconstruct the remaining driveway curb cut to a (10') wide curb cut in accordance with SFDPW standards. Infill the existing driveway curb cut and reconstruct the sidewalk to meet SFDPW standards.  Additional paving as required and directed by SFPW/BSM inspector.","08/25/2026","APPROVED","9940000","94131","08/29/2026","11/30/2026","10 OLYMPIA WAY","(510) 910-9379","Mario Novoa",,"5997248,3642","2101922,06649","37,75131949442","-122,45237903892","202604239954","POINT (-122.45237903891501 37.751319494423484)","POINT (-122.452379039 37.751319494)","Twin Peaks","7","2026/08/27 03:21:15 AM","2026/08/28 05:20:20 AM"
"26EXC-00031","FELL ST","FRANKLIN ST","GOUGH ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5441000","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6006223,66906","2110744,63542","37,77605430276","-122,42196803017",,"POINT (-122.42196803017144 37.77605430275748)","POINT (-122.42196803 37.776054303)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","ELLIS ST","PIERCE ST","SCOTT ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5189000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002030,52595","2112935,93788","37,78183369093","-122,43663008743",,"POINT (-122.43663008743148 37.78183369092794)","POINT (-122.436630087 37.781833691)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","PIERCE ST","ELLIS ST","OFARRELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10429000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002243,896","2113136,947","37,78239774867","-122,43590631577",,"POINT (-122.43590631576605 37.78239774866887)","POINT (-122.435906316 37.782397749)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","LAGUNA ST","GOLDEN GATE AVE","TURK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","7957000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004772,4297","2112450,0744","37,78065506538","-122,42710975567",,"POINT (-122.42710975566716 37.78065506537516)","POINT (-122.427109756 37.780655065)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","MOULTON ST","BUCHANAN ST","WEBSTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","9407000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6003070,35635","2119433,29181","37,79973280012","-122,43349722641",,"POINT (-122.43349722640671 37.79973280011849)","POINT (-122.433497226 37.7997328)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","STEINER ST","POST ST","SUTTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","12135000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002579,33562","2114227,10953","37,78541009406","-122,43482382686",,"POINT (-122.43482382686395 37.78541009405509)","POINT (-122.434823827 37.785410094)","Japantown","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","OCTAVIA ST","VALLEJO ST","GREEN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","9898000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004451,80467","2118237,33661","37,7965272949","-122,42863160748",,"POINT (-122.4286316074822 37.79652729490102)","POINT (-122.428631607 37.796527295)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FILLMORE ST","FELL ST","HAYES ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5537000","94117","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6003578,31303","2110549,35843","37,77536857269","-122,43110507317",,"POINT (-122.43110507317422 37.77536857269156)","POINT (-122.431105073 37.775368573)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","STEINER ST","GOLDEN GATE AVE","TURK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","12129000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002864,80019","2112185,52713","37,77982062621","-122,43369024134",,"POINT (-122.43369024134087 37.77982062620729)","POINT (-122.433690241 37.779820626)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","STEINER ST","JACKSON ST","PACIFIC AVE","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","12145000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002209,98803","2116889,60848","37,7926996564","-122,43629227054",,"POINT (-122.43629227053503 37.7926996563964)","POINT (-122.436292271 37.792699656)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FELL ST","GOUGH ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","25916000","0","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005986,05785","2110711,4751","37,77594984896","-122,42278763424",,"POINT (-122.42278763424328 37.775949848961524)","POINT (-122.422787634 37.775949849)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","DIVISADERO ST","GARDEN ST","POST ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","4812102","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001165,023","2113773,238","37,78408349306","-122,43968436375",,"POINT (-122.43968436374955 37.78408349305904)","POINT (-122.439684364 37.784083493)","Japantown","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","SCOTT ST","ELLIS ST","OFARRELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","11696000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001770,36262","2113072,90352","37,7821949758","-122,43753994122",,"POINT (-122.4375399412199 37.78219497579614)","POINT (-122.437539941 37.782194976)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","GOUGH ST","HICKORY ST","FELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","6316000","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005997,98407","2110626,85814","37,7757181841","-122,42274036365",,"POINT (-122.42274036365365 37.775718184096874)","POINT (-122.422740364 37.775718184)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","LAGUNA ST","CHESTNUT ST","FRANCISCO ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","7984000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6003691,23053","2120213,62621","37,80191060211","-122,4314045096",,"POINT (-122.43140450960091 37.80191060210959)","POINT (-122.43140451 37.801910602)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","GREENWICH ST","WEBSTER ST","FILLMORE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","6518000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002618,06586","2119196,24483","37,7990562595","-122,43504535301",,"POINT (-122.43504535300912 37.799056259497824)","POINT (-122.435045353 37.799056259)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","POST ST","BUCHANAN ST","WEBSTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10645000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6003807,48615","2114222,91785","37,78546823644","-122,43057449547",,"POINT (-122.43057449547062 37.78546823644109)","POINT (-122.430574495 37.785468236)","Japantown","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","CALIFORNIA ST","GOUGH ST","OCTAVIA ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","3552000","94109","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005035,35386","2115792,48637","37,78984736184","-122,42643823134",,"POINT (-122.42643823133866 37.789847361844565)","POINT (-122.426438231 37.789847362)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FELL ST","VAN NESS AVE","FRANKLIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5440000","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6006699,31648","2110811,17065","37,77626380653","-122,42032735995",,"POINT (-122.42032735994802 37.77626380652553)","POINT (-122.42032736 37.776263807)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","PIERCE ST","CHESTNUT ST","TOLEDO WAY","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10446000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001333,261","2119825,329","37,80071053513","-122,43953632149",,"POINT (-122.43953632148607 37.800710535128864)","POINT (-122.439536321 37.800710535)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","OFARRELL ST","SCOTT ST","BEIDEMAN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","9740000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001628,18176","2113227,22838","37,78261062792","-122,43804288014",,"POINT (-122.43804288014015 37.782610627923056)","POINT (-122.43804288 37.782610628)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","AVILA ST","CHESTNUT ST","ALHAMBRA ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","2567000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001081,75853","2119859,90845","37,80079115079","-122,44040910314",,"POINT (-122.44040910313967 37.800791150787745)","POINT (-122.440409103 37.800791151)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","WEBSTER ST","HICKORY ST","FELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","13527000","94117","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004090,67635","2110360,86582","37,77488003852","-122,42931924487",,"POINT (-122.42931924486668 37.774880038523186)","POINT (-122.429319245 37.774880039)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","ELLIS ST","SCOTT ST","BEIDEMAN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5190000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001674,25606","2112885,20297","37,78167413319","-122,437858978",,"POINT (-122.43785897800484 37.781674133193924)","POINT (-122.437858978 37.781674133)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","LAGUNA ST","FELL ST","LINDEN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","7948000","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005022,06221","2110662,46115","37,77576083088","-122,4261188583",,"POINT (-122.42611885830236 37.77576083088027)","POINT (-122.426118858 37.775760831)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FELL ST","STEINER ST","PIERCE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5448000","94117","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002888,6272","2110277,94313","37,77458422772","-122,43347145483",,"POINT (-122.43347145482576 37.77458422771644)","POINT (-122.433471455 37.774584228)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","WEBSTER ST","GREENWICH ST","MOULTON ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","13558000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002844,07021","2119314,7345","37,7993944315","-122,43427177836",,"POINT (-122.43427177836067 37.79939443150094)","POINT (-122.434271778 37.799394432)","Marina","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","PIERCE ST","PACIFIC AVE","BROADWAY","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10438000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001688,44742","2117151,24246","37,79338838865","-122,43811556896",,"POINT (-122.43811556896367 37.79338838864841)","POINT (-122.438115569 37.793388389)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","SCOTT ST","TURK ST","EDDY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","11694000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001864,39616","2112393,39728","37,7803345696","-122,43716596094",,"POINT (-122.43716596093635 37.78033456960014)","POINT (-122.437165961 37.78033457)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","PIERCE ST","POST ST","SUTTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10430000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002104,22867","2114161,11773","37,78520191174","-122,43646282727",,"POINT (-122.4364628272664 37.78520191174116)","POINT (-122.436462827 37.785201912)","Japantown","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","OCTAVIA ST","HICKORY ST","FELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","9881201","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005595,96","2110582,306","37,77557317916","-122,42412789784",,"POINT (-122.42412789784092 37.775573179160546)","POINT (-122.424127898 37.775573179)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","CALIFORNIA ST","LAGUNA ST","BUCHANAN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","3554000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004081,74707","2115659,80803","37,78942910817","-122,42972815526",,"POINT (-122.4297281552553 37.789429108165926)","POINT (-122.429728155 37.789429108)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","PIERCE ST","TURK ST","EDDY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","10427000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002341,43872","2112459,60995","37,78054347826","-122,43552038953",,"POINT (-122.43552038952852 37.78054347825761)","POINT (-122.43552039 37.780543478)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","BUCHANAN ST","POST ST","SUTTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","3336000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004012,16563","2114424,68797","37,78603383956","-122,42988076255",,"POINT (-122.42988076254758 37.78603383955592)","POINT (-122.429880763 37.78603384)","Japantown","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","GOUGH ST","CLAY ST","WASHINGTON ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","6340000","94109","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005159,7353","2116645,05565","37,7921953331","-122,42606860125",,"POINT (-122.42606860124556 37.79219533310017)","POINT (-122.426068601 37.792195333)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","GOUGH ST","FELL ST","LINDEN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","6317000","94102","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005974,06407","2110796,57155","37,77618282644","-122,42283517313",,"POINT (-122.42283517312605 37.77618282643596)","POINT (-122.422835173 37.776182826)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FRANKLIN ST","BROADWAY","VALLEJO ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5832000","94123","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6005452,60218","2118026,1169","37,79600392662","-122,42515358912",,"POINT (-122.4251535891198 37.79600392662341)","POINT (-122.425153589 37.796003927)","Pacific Heights","2","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FILLMORE ST","GOLDEN GATE AVE","TURK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5542000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6003341,43661","2112252,00483","37,78003019106","-122,4320460955",,"POINT (-122.43204609549647 37.78003019105728)","POINT (-122.432046095 37.780030191)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","FELL ST","WEBSTER ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","25950000","0","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6004078,94138","2110445,2842","37,77511116633","-122,42936585977",,"POINT (-122.4293658597688 37.77511116633123)","POINT (-122.42936586 37.775111166)","Hayes Valley","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","EDDY ST","PIERCE ST","SCOTT ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","5074000","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6002078,98688","2112596,90544","37,78090554742","-122,4364381628",,"POINT (-122.4364381627971 37.78090554741858)","POINT (-122.436438163 37.780905547)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00031","DIVISADERO ST","GOLDEN GATE AVE","TURK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 81 AND SEWER REPLACEMENT","03/31/2026","APPROVED","4807201","94115","04/06/2026","12/31/2027",,"415-354-4870","Alastair Johns",,"6001443,093","2111988,498","37,77919887524","-122,43859442037",,"POINT (-122.43859442037198 37.77919887523951)","POINT (-122.43859442 37.779198875)","Western Addition","5","2026/06/12 03:19:03 AM","2026/06/13 05:20:11 AM"
"26EXC-00980","INGALLS ST","PALOU AVE","QUESADA AVE","Excavation","M Squared Construction","415-661-6902","WD-2921: Water Main and Sewer Replacement on Palou, Quesada, and Revere, from 3rd St to Griffith St","06/10/2026","APPROVED","7225000","94124","06/08/2026","07/26/2028",,"M Squared Construction 415-661-6902","Bo Sousa",,"6016936,17179","2093544,48686","37,7294246142","-122,38371246738",,"POINT (-122.38371246737968 37.72942461420125)","POINT (-122.383712467 37.729424614)","Bayview Hunters Point","10","2026/06/11 03:21:18 AM","2026/06/12 05:22:19 AM"
